"ಬೆಡಗು ಶಿವನೊಡವೆಯದೊ – ಮಂಕುತಿಮ್ಮ","ಒಡೆಯನಾವೆಡೆ ಸಾರ್ದನೆಂದು ಪದವಾಸನೆಯ ।<br>ತಡಕಿ ಮೂಸುತ ಶುನಕನಲೆದಾಡುವಂತೆ ॥<br>ಬಡಜಗವನೊಳಿತಕೆಂದತ್ತಿತ್ತ ಪುಡುಕಿಸುವ ।<br>ಬೆಡಗು ಶಿವನೊಡವೆಯದೊ – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೩ ॥<br><br>oDeyanu AvaDe sArdanendu pada vAsaneya ।<br>taDaki mUsuta shunakanu aledADuvante ॥<br>baDa jagavanu oLitakendu attitta puDukisuva ।<br>beDagu shivana oDaveyado – Mankutimma ॥ 223 ॥",NULL,"“A dog can trace his master’s footsteps by catching the scent and finally reach him. Man searches for God’s artistry just like that in this poor world. The things true and beautiful are the dropped ornaments of Him (lord Shiva).” – Mankutimma"
"ಮುದಗಳಮಿತದ ನಿಧಿಗೆ – ಮಂಕುತಿಮ್ಮ","ಅದು ಬೇಕು ಇದು ಬೇಕು ಮತ್ತೊಂದು ಬೇಕೆಂದು ।<br>ಬೆದಕುತಿರುವುದು ಲೋಕ ಸೊಗದಿರವನೆಳಸಿ ॥<br>ಹೃದಯಗುಹೆಯಾ ಸುಖಧ್ಯಾನದೂಟೆಯೆ ಸಾಕ್ಷಿ ।<br>ಮುದಗಳಮಿತದ ನಿಧಿಗೆ – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೪ ॥<br><br>adu bEku idu bEku mattondu bEkendu ।<br>bedakutiruvudu lOka sogadiravanu eLasi ॥<br>hRudaya guheya A sukha dhyAnada UTeye sAkShi ।<br>mudagaLa amita nidhige – Mankutimma ॥ 224 ॥",NULL,"“Want that, want this and want something else. Man runs around the world with this sole thought in his mind since he feels he can be happy after getting that something. Getting that triggers a happy feeling deep in his heart. But he does not realise that the happiness was already there to begin with. There is unlimitted happiness right in his heart if only he can meditate and see it.” – Mankutimma"
"ಭರಿಸುತಿರುವುದು ಬಾಳ – ಮಂಕುತಿಮ್ಮ","ಶರಧಿಯೊಳಗಣ ವಸ್ತುಗಳನಲಚಿ ಜಾಲಿಸುವ ।<br>ತೆರೆಯಂತೆ ವಿಶ್ವಸತ್ತ್ವದ ಲಹರಿ ನಮ್ಮ ॥<br>ಹೊರಗೊಳಗುಗಳಲಿ ಸಂತತ ನೆರೆದು ಹರಿಯುತ್ತ ।<br>ಭರಿಸುತಿರುವುದು ಬಾಳ – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೫ ॥<br><br>sharadhiya oLagaNa vastugaLanu alachi jAlisuva ।<br>tereyante vishva sattvada lahari namma ॥<br>horagu oLagugalali santata neredu hariyutta ।<br>bharisutiruvudu bALa – Mankutimma ॥ 225 ॥",NULL,"“The waves of the sea are relentless. They keep bringing to shore precious things from the bottom of the sea. The cosmic spirit is also relentless like the waves. It flows inside and outside of us for ever and fills us with life.” – Mankutimma"
"ಬೆಸಸುತಿಹುದೇಗಳುಂ – ಮಂಕುತಿಮ್ಮ","ಉಸಿರವೊಲನುಕ್ಷಣಂ ಪುರುಷನೊಳವೊಗುತವನ ।<br>ಪೊಸಬನಂಗೆಯ್ದು ದೈವಿಕಸತ್ತ್ವಮವನುಂ ॥<br>ಪೊಸತನವನ್ ಉಳಿದ ಲೋಕಕೆ ನೀಡೆ ದುಡಿವಂತೆ ।<br>ಬೆಸಸುತಿಹುದೇಗಳುಂ  – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೬ ॥<br><br>usiravol anukShaNam puruShana oLavoguta avana ।<br>posabanam geydu daivika sattvam avanum ॥<br>posatanu avan uLida lOkake nIDe duDivante ।<br>besasutihudu EgaLum – Mankutimma ॥ 226 ॥",NULL,"“When a man inhales, the breath makes him a fresh and a ‘new’ man. The cosmic spirit is the force behind this freshness and makes the ‘fresh him’ work so that he can distribute the freshness to the rest of the world. This world order is maintained for ever.” – Mankutimma"
"ಧನ್ಯತೆಯ ಬೆದಕಾಟ – ಮಂಕುತಿಮ್ಮ","ನೂತ್ನತೆಯ ಪೂರ್ಣತೆಯನನ್ಯೂನತೆಯ ಗಳಿಪ ।<br>ಯತ್ನಮೆ ಪೌರುಷಪ್ರಗತಿ, ಅದೆ ಪ್ರಕೃತಿ ॥<br>ವಿಜ್ಞಾನ ಶಾಸ್ತ್ರ ಕಲೆ ಕಾವ್ಯ ವಿದ್ಯೆಗಳೆಲ್ಲ ।<br>ಧನ್ಯತೆಯ ಬೆದಕಾಟ – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೭ ॥<br><br>nUtnateya pUrNateya ananyUnateya gaLipa ।<br>yatname pauruSha pragati, ade prakRuti ॥<br>vijnAna shAstra kale kAvya vidyegaLella ।<br>dhanyateya bedakATa – Mankutimma ॥ 227 ॥",NULL,"“Mankind’s progress is measured by trying to achieve freshness, completeness, lack of void. That is very natural. Science, scriptures, arts, poetry and education are all man’s way of feeling satisfied with his progress.” – Mankutimma"
"ಮತಿಯ ಕಿಂಚಿದ್ವಿಜಯ – ಮಂಕುತಿಮ್ಮ","ಮತಿಯು ತಾಂ ಸತ್ಯಶುಭಗಳ ನವನವಾಂಶಗಳ ।<br>ಗತಿಯನರಸುತ ನಡೆಯೆ ಪೌರುಷಪ್ರಗತಿ ॥<br>ಮತ ನೀತಿ ಶಾಸ್ತ್ರಗಳು ರಾಜ್ಯಸಂಧಾನಗಳು  ।<br>ಮತಿಯ ಕಿಂಚಿದ್ವಿಜಯ – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೮ ॥<br><br>matiyu tAm satya shubhagaLa nava nava amshagaLa ।<br>gatiyanu arasuta naDeye pauruSha pragati ॥<br>mata nIti shAstragaLu rAjya sandhAnagaLu ।<br>matiya kinchit vijaya – Mankutimma ॥ 228 ॥",NULL,"“The mind wanders in the search of things that are true, auspicious, and fresh. This is what he perceives as ‘progress’. In that regard he has come up with his own moral framework, written scriptures, got countries to agree on treaties. All these are small victories of the mind. The real challenge is to reconcile with the inner self and find peace – not the perceived progress” – Mankutimma"
"ಪರಬೊಮ್ಮನುಯ್ಯಲದು – ಮಂಕುತಿಮ್ಮ","ತೊರೆಯ ತೆರೆಸಾಲ್ಗಳೇಳುತ ಬೀಳುತಿರುವಂತೆ ।<br>ಪರಿಯುತಿರ್ಪುದು ಪುರುಷಚೈತನ್ಯಲಹರಿ ॥<br>ಅರಿಯದದು ನಿಲುಗಡೆಯ, ತೊರೆಯದದು ಚಲಗತಿಯ ।<br>ಪರಬೊಮ್ಮನುಯ್ಯಲದು – ಮಂಕುತಿಮ್ಮ ॥ ೨೨೯ ॥<br><br>toreya tere sAlgaLu ELuta bILitiruvante ।<br>pariyutirpudu puruSha chaitanya lahari ॥<br>ariyadadu nilugaDeya, toreyadadu chalagati ।<br>parabommana uyyala adu – Mankutimma ॥ 229 ॥",NULL,"“The waves in a stream always ebb and fall for ever. So does the energy that drives man’s progress. It does not knows to stop. It will not give up the dynamic nature. It’s motion is like the perfect pendulum of God.” – Mankutimma"
"ತೆರೆತಗ್ಗುಗಳಿನೆ ತೊರೆ – ಮಂಕುತಿಮ್ಮ","ತೆರೆಯೇಳುವುದು ದೈವಸತ್ತ್ವ ನರನೊಳು ನೆರೆಯೆ ।<br>ತೆರೆ ಬೀಳುವುದು ಕರ್ಮವಿಧಿಯಿದಿರು ಪರಿಯೆ ॥<br>ತೆರೆಯನಾನುತೆ ತಗ್ಗು, ತಗ್ಗನಾನುತಲಿ ತೆರೆ ।<br>ತೆರೆತಗ್ಗುಗಳಿನೆ ತೊರೆ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೦ ॥<br><br>tereyu ELuvudu daiva sattva naranoLu nereye ।<br>tere bILuvudu karma vidhiya idiru pariye ॥<br>tereyanu Anute taggu, tagganu Anutali tere ।<br>tere taggugaLine tore – Mankutimma ॥ 230 ॥",NULL,"“Man’s progress is like the waves of a stream. They rise when the cosmic spirit fills them with freshness. When man suffers the consequences of his own actions, the wave falls. Low follows a high and high follows  a low. Alternating between highs and lows is the hall mark of life.” – Mankutimma"
"ಮುಂದಹುದು ಬೆರಗೊಂದೆ – ಮಂಕುತಿಮ್ಮ","ಇಂದೆದ್ದ ತೆರೆ ನಾಳೆ ಬೀಳುವುದು, ಮರುವಗಲು ।<br>ಮುಂದೆ ತಾನೇಳುವುದು ಬೇರೆ ಗಾತ್ರದಲಿ ॥<br>ಇಂದು ನಾಳೆಗಳನೆಲ್ಲವ ಕೂಡಿ ನೋಡಿದೊಡೆ ।<br>ಮುಂದಹುದು ಬೆರಗೊಂದೆ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೧ ॥<br><br>indedda tere nALe bILuvudu, maruvagalu ।<br>munde tAnu ELuvudu bEre gAtradali ॥<br>indu nALegalanu ellava kUDi nODidoDe ।<br>mundahudu beragonde – Mankutimma ॥ 231 ॥",NULL,"“High part of today will fall tomorrow. Again it will raise tomorrow in a different spot, in a different form. Only when you see today and tomorrow together, you will realize that it has moved forward. Mankind’s progress is like that.” – Mankutimma"
"ಬಾಳಿಗಿದೆ ಚಿರಧರ್ಮ – ಮಂಕುತಿಮ್ಮ","ಬೀಳುವುದ ನಿಲ್ಲಿಪುದು, ಬಿದ್ದುದನು ಕಟ್ಟುವುದು ।<br>ಹಾಲೊಡೆಯೆ ಕಡೆದದನು ತಕ್ರವಾಗಿಪುದು ॥<br>ಹಾಳ ಹಾಳಾಗಿಪುದು, ಹಳದ ಹೊಸತಾಗಿಪುದು ।<br>ಬಾಳಿಗಿದೆ ಚಿರಧರ್ಮ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೨ ॥<br><br>bILuvuda nillipudu, biddudanu kaTTuvudu ।<br>hAloDeye kadedu adanu takravAgipudu ॥<br>hALa hALAgipudu, haLada hosatAgipudu ।<br>bALigide chira dharma – Mankutimma ॥ 232 ॥",NULL,"“These are the only the antics of mankind. Stopping things from going bad, reconstructing things that fall apart. If milk gets spoiled, they churn it and make curds from it. Letting a few things spoil. Renewing the spoilt things by making something new from it.” – Mankutimma"
"ನಿಷ್ಠುರಪ್ರಿಯರವರು – ಮಂಕುತಿಮ್ಮ","ಸೃಷ್ಟಿಯ ವಿಧಾನದಲಿ ಸೊಟ್ಟಗಳು ನೂರಿಹುವು ।<br>ನೆಟ್ಟಗಿಪೆನ್ ಅವನ್ ಎಂದು ನರರ ಚಿರದೀಕ್ಷೆ ॥<br>ಇಷ್ಟಗಳನನ್ಯೋನ್ಯವವರೇಕೆ ಬಗೆದಿರರು? ।<br>ನಿಷ್ಠುರಪ್ರಿಯರವರು – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೩ ॥<br><br>sRuShTiya vidhAnadali soTTagaLu nUrihuvu ।<br>neTTagipen avan endu narara chira dIkShe ॥<br>iShTagaLanu anyOnyavavarEke bagediraru? ।<br>niShThUra priyaravaru – Mankutimma ॥ 233 ॥",NULL,"“There are hundred things crooked in the ways of nature. Collectively mankind has taken a vow to correct them all. But individually their desires are all inter-related and often contradicts with that of others. But many times, the opposites do come together by attraction.” – Mankutimma"
"ಸೊನ್ನೆ ಜನವಾಕ್ಕಲ್ಲಿ – ಮಂಕುತಿಮ್ಮ","ಕಣ್ಣೆರಡದೇಕೆರಡುಮೊಂದೆ ಪಕ್ಕದೊಳೇಕೆ? ।<br>ಬೆನ್ನೊಳೊಂದೆದೆಯೊಳೊಂದಿರಲು ಸುಕರವಲ? ॥<br>ಅನ್ಯಾಯ ವಿಕಟಂಗಳೆನಿತೊ ಸೃಷ್ಟಿಕ್ರಮದಿ! ।<br>ಸೊನ್ನೆ ಜನವಾಕ್ಕಲ್ಲಿ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೪ ॥<br><br>kaNNu eraDum onde pakkadoLEke? ।<br>bennoLondu edeyoLondiralu sukaravala? ॥<br>anyAya vikaTangaLu enito sRuShTi kramadi ।<br>sonne jana vAk alli – Mankutimma ॥ 234 ॥",NULL,"“Why are the two eyes on the same side next to each other? One in the back and another in the front would be very useful. Right? Nature’s ways are sometimes strange and at times unfair also. Man’s opinions have no value there.” – Mankutimma"
"ಪರಮೇಷ್ಠಿ ಯುಕ್ತಿಯದು – ಮಂಕುತಿಮ್ಮ","ಧರೆ ಸಸ್ಯಫಲದಿ ಜೀವಿಗೆ ಪುಷ್ಟಿಯಿತ್ತೊಡೇಂ? ।<br>ಮರಳಿ ತಾಂ ಪಡೆಯಳೇನ್ ಅವನಿನರ್ಧವನು? ॥<br>ಧರಣಿಗೇ ನಮ್ಮೊಡಲು ಹುಯ್ಗಡುಬು ತಪ್ಪಲೆಯೊ! ।<br>ಪರಮೇಷ್ಠಿ ಯುಕ್ತಿಯದು – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೫ ॥<br><br>dhare sasya phaladi jIvige puShTiyittoDEm? ।<br>maraLi tAm paDeyaLEn avanina ardhavanu? ॥<br>dharaNigE nammoDalu huygaDubu tappaleyo ।<br>paramEShThi yuktiyadu – Mankutimma ॥ 235 ॥",NULL,"“The earth gives man the fruits as nutrition to help him grow. Later it takes back part of what it gives. After death man’s body gets back into earth. Our bodies are like bowls of kadubu (delicacy). It is the brilliance of the Creator that everything comes around a full circle.” – Mankutimma"
"ಬೆರಕೆ ಸಾಮ್ಯಾಸಾಮ್ಯ – ಮಂಕುತಿಮ್ಮ","ತರುಜಾತಿ ಖಗಜಾತಿ ಮೃಗಜಾತಿಗಳು ನೂರು ।<br>ನರಜಾತಿ ಮಿಕ್ಕ ಜಾತಿಗಳಿಂದ ಬೇರೆ ॥<br>ನರರೊಳೋರೊರ್ವನುಂ ತಾನೊಂದು ಬೇರೆ ಜಗ ।<br>ಬೆರಕೆ ಸಾಮ್ಯಾಸಾಮ್ಯ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೬ ॥<br><br>tarujAti khagajAti mRugajAtigaLu nUru ।<br>narajAti mikka jAtigaLinda bEre ॥<br>nararoLu OrOrvanum tAnondu bEre jaga ।<br>berake sAmya asAmya – Mankutimma ॥ 236 ॥",NULL,"“Different kinds of plants, birds and animals – there are hundreds of them. But mankind is different. Every man lives his own world. There is individuality in every one. But, there is sameness in being human and the like for individuality.” – Mankutimma"
"ಹಲವುಮೊಂದುಂ ಸಾಜ – ಮಂಕುತಿಮ್ಮ","ನೆಲವೊಂದೆ, ಹೊಲ ಗದ್ದೆ ತೋಟ ಮರಳೆರೆ ಬೇರೆ ।<br>ಜಲವೊಂದೆ, ಸಿಹಿಯುಪ್ಪು ಜವುಗೂಟೆ ಬೇರೆ ॥<br>ಕುಲವೊಂದರೊಳೆ ಸೋದರವ್ಯಕ್ತಿಗುಣ ಬೇರೆ ।<br>ಹಲವುಮೊಂದುಂ ಸಾಜ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೭ ॥<br><br>nelavonde, hola gadde tOTa maraLere bEre ।<br>jalavonde, sihi uppu javugUTe bEre ॥<br>kulavondaroLe sOdara vyaktiguNa bEre ।<br>halavum ondum sAja – Mankutimma ॥ 237 ॥",NULL,"“Its the same land. But a farmland, a garden or a desert are all different. Water is the same. But some are sweet, salty or hard. People may be from same family. But they may have different characters. Being same as others and being different are all very natural.” – Mankutimma"
"ತನುವೇಕದೊಳ್ ಬಹುಳ – ಮಂಕುತಿಮ್ಮ","ಮನುಜಕುಲವೊಂದೊಬ್ಬನಿನ್ನೊಬ್ಬನಂತಿಲ್ಲ ।<br>ತನುವಂಗಗಳೊಳೊಂದು, ರೂಪ ಗುಣ ಬೇರೆ ॥<br>ಮನದೊಳೊಬ್ಬೊಬ್ಬನೊಂದೊಂದು, ಪ್ರಪಂಚವಿಂ ।<br>ತನುವೇಕದೊಳ್ ಬಹುಳ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೮ ॥<br><br>manuja kulavondu obbanu innobbanante illa ।<br>tanuvu angagaLoLu ondu, rUpa guNa bEre ॥<br>manadoLu obbobbanu ondondu, prapanchavim ।<br>tanuvEkadOL bahuLa – Mankutimma ॥ 238 ॥",NULL,"“Mankind is thus. Each individual is unique. They may resemble each other in form – body and organs. But in terms of qualities and character, they are all different. In their mind each one lives in their own world (with them as the center). This is the paradox of people being different and the same.” – Mankutimma"
"ನಮಗವಳ್ ಪ್ರಸ್ಪರ್ಧಿ – ಮಂಕುತಿಮ್ಮ","ಸಮವಿಲ್ಲ ಸೃಷ್ಟಿಯಲಿ, ನರನಂತೆ ನರನಿಲ್ಲ ।<br>ಕ್ಷಮೆಯುಮವಳೊಳಗಿಲ್ಲ, ಕರ್ಮದಂತೆ ಫಲ ॥<br>ಕ್ರಮವೊಂದ ನೀಮಾಗಿಸಿರಿ ನೋಳ್ಪೆನಾನೆನುತೆ ।<br>ನಮಗವಳ್ ಪ್ರಸ್ಪರ್ಧಿ – ಮಂಕುತಿಮ್ಮ ॥ ೨೩೯ ॥<br><br>samavilla sRuShTiyali, naranante naranilla ।<br>kShameyum avaLoLagilla, karmadante phala ॥<br>kramavonda nImAgisiri nOLpe nAnu enute ।<br>namagavaL praspardhi – Mankutimma ॥ 239 ॥",NULL,"“There is very little likeness in the creation. One man is not like the other. This gives the feeling that it is all random. But Nature seems to have a good hold of the whole act and runs it according to a plan. She has no forgiveness. She makes sure that one always faces consequences of his action – good or bad. If you think you can alter any one process in her order, she will challenge you. She is your adversary then. ” – Mankutimma"
"ಸರಿಯಹುದು ಕಾರ್ಯದಲಿ – ಮಂಕುತಿಮ್ಮ","ಬೆರಳುಗಳ ನೋಡವುಗಳೊಂದರಂತೊಂದಿಲ್ಲ ।<br>ಕರಧರ್ಮಕುಚಿತವಾ ಹೆಚ್ಚು ಕಡಮೆಗಳು ॥<br>ಪುರಳ ಪಿಡಿವುವೆ ಬೆರಳ್ಗಳೆಲ್ಲಮೊಂದುದ್ದವಿರೆ? ।<br>ಸರಿಯಹುದು ಕಾರ್ಯದಲಿ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೦ ॥<br><br>beraLugaLa nODu avugaLa ondarantondilla ।<br>karadharmake uchitavu A hecchu kaDimegaLu ॥<br>puraLa piDivuve beraLgaLu ellamu onduddavire? ।<br>sariyahudu kAryadali – Mankutimma ॥ 240 ॥",NULL,"“Look at out fingers. No two of them are alike. For the fingers, it is good to be dissimilar like that. Can the fingers hold any thing firmly if they were all alike? They are good as they are – dissimilar.” – Mankutimma"
"ರಸಿಕತೆಯೆ ಯೋಗವಲೊ – ಮಂಕುತಿಮ್ಮ","ಅಸಮದಲಿ ಸಮತೆಯನು ವಿಷಮದಲಿ ಮೈತ್ರಿಯನು ।<br>ಅಸಮಂಜಸದಿ ಸಮನ್ವಯ ಸೂತ್ರ ನಯವ ॥<br>ವೆಸನಮಯ ಸಂಸಾರದಲಿ ವಿನೋದವ ಕಾಣ್ಬ ।<br>ರಸಿಕತೆಯೆ ಯೋಗವಲೊ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೧ ॥<br><br>asamadali samateyanu viShamadali maitriyanu ।<br>asamanjasadi samanvaya sUtra nayava ॥<br>vesanamaya samsAradali vinOdava kANba ।<br>rasikateye yOgavalo – Mankutimma ॥ 241 ॥",NULL,"“One attains inner peace when he can see oneness among the dissimilar, when he respect friendship even in the face of danger, when one can come up with a recipe for harmony in chaos, when he is tasteful to find humour in this world filled with misery.” – Mankutimma"
"ಸಿಕ್ಕಗಳ ಕಂತೆ ಜಗ – ಮಂಕುತಿಮ್ಮ","ಐಕ್ಯ ನಾನಾತ್ವಗಳು, ನಿಯತಿ ಸ್ವತಂತ್ರಗಳು ।<br>ತರ್ಕ್ಯ ನಿಸ್ತರ್ಕ್ಯಗಳು ಬೆರತು ಚಿತ್ರದಲಿ ॥<br>ಶಕ್ಯಮುಂ ಪುರುಷತಂತ್ರಕ್ಕಶಕ್ಯಮುಮಾದ ।<br>ಸಿಕ್ಕಗಳ ಕಂತೆ ಜಗ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೨ ॥<br><br>aikya nAnAtvagaLu, niyati svatantragaLu ।<br>tarkya nistarkyagaLu beratu chitradali ॥<br>shakyamum puruShatantrakke ashakyamum Ada ।<br>sikkagaLa kante jaga – Mankutimma ॥ 242 ॥",NULL,"“Oneness and multiplicity, controlled and independent, logical and illogical, things are achievable by man’s endeavors and those that are impossible are all mixed up in this picture of the world which is a knotty mess.” – Mankutimma"
"ಶಮಿಸಿ ಮುಗಿಸುವನೊಬ್ಬ – ಮಂಕುತಿಮ್ಮ","ಸಮವರ್ತಿಗಳು ಜಗದೊಳಿಬ್ಬರೇ ದಿಟವರಿಯೆ ।<br>ಯಮರಾಜನೊಬ್ಬ ಜಾಠರರಾಜನೊಬ್ಬ ॥<br>ಶ್ರಮವನನುದಿನಮುಮಾಗಿಪನೊಬ್ಬನೆಲ್ಲವನು ।<br>ಶಮಿಸಿ ಮುಗಿಸುವನೊಬ್ಬ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೩ ॥<br><br>smavartigaLu jagadoLibbarE diTavariye ।<br>yamarAjanobba jAThararAjanobba ॥<br>shramavanu anudinamum Agipanobbanu ellavanu ।<br>shamisi mugisuvanobba – Mankutimma ॥ 243 ॥",NULL,"“There are only two people who treat every one uniformly. One is Yama, the God of death and the other is the King of stomach (hunger). Hunger will haunt every one and force them to do something or other every day. The other will take every thing away and put an end to everyone.” – Mankutimma"
"ಎಲ್ಲಿ ಸೃಷ್ಟಿಯಲಿ ದಯೆ? – ಮಂಕುತಿಮ್ಮ","ಒಲ್ಲೆನೆನುವರದಾರ್ ಅಹಿಂಸೆತತ್ತ್ವದ ಸೊಬಗ? ।<br>ಸಲ್ಲಿಸುವೆನಾ ವ್ರತವನೆನಲೊಂದು ತೊಡಕು ॥<br>ಹುಲ್ಲೆಯನು ತಿನುವ ಹುಲಿಯೊಣಹುಲ್ಲನುಣಲಹುದೆ ।<br>ಎಲ್ಲಿ ಸೃಷ್ಟಿಯಲಿ ದಯೆ? – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೪ ॥<br><br>ollenu enuvaru adAr ahimse tattvada sobaga? ।<br>sallisuvenA vratavanu enalondu toDaku ॥<br>hulleyanu tinuva huliyu oNahullanu uNalahude ।<br>elli sRuShTiyali daye? – Mankutimma ॥ 244 ॥",NULL,"“Who does not appreciate the virtue of non-violence as a philosophy. Problems arise only when we start following it and intend not to harm any one. Can a tiger stop eating a deer and live on dry grass? There is no place for compassion in this nature.” – Mankutimma"
"ಒಲವಾತ್ಮವಿಸ್ತರಣ – ಮಂಕುತಿಮ್ಮ","ಕೊಲೆಗಡಿಕನೆನಿಪ ಹುಲಿ ಸಲಹದೇಂ ಮರಿಗಳನು? ।<br>ಒಲುಮೆಕರುಳಡಗಿಹುದು ಪಗೆತನದ ಪೊಡೆಯೊಳ್ ॥<br>ನಲುಮೆಯನು ಹೊರಹೊಮ್ಮಿಸುವುದು ನರನುನ್ನತಿಕೆ ।<br>ಒಲವಾತ್ಮವಿಸ್ತರಣ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೫ ॥<br><br>kolegaDikanu enipa huli salahadEm marigaLanu? ।<br>olumekaruLa aDagihudu pagetanada poDeyoL ॥<br>nalumeyanu horahommisuvudu narana unnatike ।<br>olavu Atma vistaraNa – Mankutimma ॥ 245 ॥",NULL,"“You may call a tiger cruel and a murderer. But does it not care for its own cubs? It shows that it is capable of love that is hidden in its belly – deep inside its body that shows off only hatred. So is the innate nature of man. But his greatness is in getting the love out into open. That love is also a means to enrich his soul.” – Mankutimma"
"ಸಾಮರಸ್ಯವನರಸೊ – ಮಂಕುತಿಮ್ಮ","ಪ್ರೇಮಬೀಜಗಳಿಹುವು ವೈರಬೀಜಗಳವೊಲೆ ।<br>ಸೌಮ್ಯಮುಂ ಸಂಕ್ಷೋಭೆಯಂತೆ ಪ್ರಕೃತಿಯಲಿ ॥<br>ಭ್ರಾಮಕದ ಸೃಷ್ಟಿಯಾ ವಿಷಮಲಕ್ಷಣಗಳಲಿ ।<br>ಸಾಮರಸ್ಯವನರಸೊ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೬ ॥<br><br>prEmabIjagaLu ihuvu vaira bIjagaLavole ।<br>saumyamum sankShObheyante prakRutiyali ॥<br>bhrAmakada sRuShTiyA viShama lakShaNagaLali ।<br>sAmarasyavanu araso – Mankutimma ॥ 246 ॥",NULL,"“In this world there are seeds of love, just like there are seeds of hatred. Just like there is peace and calm, there is misery and turmoil in this nature. Seeing all these contradictions in this creation, our mind may wander. But we must strive to search for the truth that unifies them all.” – Mankutimma"
"ಮನವೆ ಪರಮಾದ್ಭುತವೊ – ಮಂಕುತಿಮ್ಮ","ಮನದಿಂದ ಮನಕೆ ಪಾರ್ವುದು ಬಾಳಿನುರಿಯ ಕಿಡಿ ।<br>ಮನೆಯಿಂದ ಮನೆಗಲೆವ ಗಾಳಿ ಹೊಗೆಯಂತೆ ॥<br>ಮನುಜರ ಪರಸ್ಪರೋದ್ರೇಕ ಜಗದ ವಿಲಾಸ ।<br>ಮನವೆ ಪರಮಾದ್ಭುತವೊ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೭ ॥<br><br>manadinda manake pArvudu bALina uriya kiDi ।<br>maneyinda manege aleva gALi hogeyante ॥<br>manujara paraspara udrEka jagada vilAsa ।<br>manave parama adbhutavo – Mankutimma ॥ 246 ॥",NULL,"“Worries in life travel from mind to mind when people exchange their thoughts and fears. Just like wind carries smoke from house to house. The beauty of this world is that minds of men feed on each others anxiety and creates spectacle. Mind is a miracle.” – Mankutimma"
"ತೆರು ಸಲುವ ಬಾಡಿಗೆಯ – ಮಂಕುತಿಮ್ಮ","ತೆರಿಗೆಗಳು ಹಲವುಂಟು ಪ್ರಕೃತಿಗಂ ಸಲ್ಲುವುವು ।<br>ತೆರದೆ ನೀಂ ಮರೆಯೆ ದಂಡಿಪಳಾಕೆ ಮುನಿದು ॥<br>ಕರಣಂಗಳಾಕೆಯವು ಮಿತದೊಳವುಗಳ ಬಳಸಿ ।<br>ತೆರು ಸಲುವ ಬಾಡಿಗೆಯ – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೮ ॥<br><br>terigegaLu halavunTu prakRutigam salluvuvu ।<br>terade nIm mareye danDipaLu Ake munidu ॥<br>karaNangaLu Akeyavu mitadoL avugala baLasi ।<br>teru saluva bADigeya – Mankutimma ॥ 248 ॥",NULL,"“There are many taxes that are due to nature from us (and rightly so). If you forget to pay, then she will punish. But she has all the apparatus needed to make progress. We should use them in moderation and pay her the rent for them.” – Mankutimma"
"ಬಾಳು ಬಾಳದೆ ಬಿಡದು – ಮಂಕುತಿಮ್ಮ","ಹಾಳು ಹಾಳೆಲ್ಲ ಬಾಳೆನ್ನುತಿರ್ದೊಡೆಯುಮದ-  ।<br>ರೂಳಿಗವ ತಪ್ಪಿಸುವ ಜಾಣನೆಲ್ಲಿಹನು? ॥<br>ಊಳಿಗವೊ ಕಾಳಗವೊ ಕೂಳ್ಕರೆಯೊ ಗೋಳ್ಕರೆಯೊ ।<br>ಬಾಳು ಬಾಳದೆ ಬಿಡದು – ಮಂಕುತಿಮ್ಮ ॥ ೨೪೯ ॥<br><br>hALu hALella bALu ennutirdoDeyum adara ।<br>ULigava tappisuva jANanellihanu? ॥<br>ULigavo kALagavo kULkareyo gOLkareyo ।<br>bALu bALade biDadu – Mankutimma ॥ 249 ॥",NULL,"“One may say – all life is a waste, futile. But having said so, is there any one smart enough to free himself from its bondage? Misery or battle, happiness or sadness – one has to live his life. Life does not give you a choice not to.” – Mankutimma"
